,acquisition_date,acquisition
2684,1977-05-08,41
2685,1977-05-09,30
2686,1977-05-10,28
2687,1977-05-11,35
2688,1977-05-12,38
2689,1977-05-13,30
2690,1977-05-14,28
2691,1977-05-15,46
2692,1977-05-16,27
2693,1977-05-17,35
2694,1977-05-18,31
2695,1977-05-19,35
2696,1977-05-20,35
2697,1977-05-21,18
2698,1977-05-22,32
2699,1977-05-23,24
2700,1977-05-24,39
2701,1977-05-25,34
2702,1977-05-26,49
2703,1977-05-27,41
2704,1977-05-28,42
2705,1977-05-29,36
2706,1977-05-30,38
2707,1977-05-31,32
2708,1977-06-01,27
2709,1977-06-02,28
2710,1977-06-03,36
2711,1977-06-04,28
2712,1977-06-05,41
2713,1977-06-06,24
2714,1977-06-07,38
2715,1977-06-08,35
2716,1977-06-09,31
2717,1977-06-10,29
2718,1977-06-11,32
2719,1977-06-12,38
2720,1977-06-13,23
2721,1977-06-14,28
2722,1977-06-15,48
2723,1977-06-16,37
2724,1977-06-17,39
2725,1977-06-18,51
2726,1977-06-19,30
2727,1977-06-20,26
2728,1977-06-21,32
2729,1977-06-22,31
2730,1977-06-23,34
2731,1977-06-24,32
2732,1977-06-25,36
2733,1977-06-26,40
2734,1977-06-27,36
2735,1977-06-28,36
2736,1977-06-29,32
2737,1977-06-30,24
2738,1977-07-01,35
2739,1977-07-02,35
2740,1977-07-03,43
2741,1977-07-04,36
2742,1977-07-05,28
2743,1977-07-06,43
2744,1977-07-07,34
2745,1977-07-08,30
2746,1977-07-09,25
2747,1977-07-10,28
2748,1977-07-11,33
2749,1977-07-12,22
2750,1977-07-13,33
2751,1977-07-14,38
2752,1977-07-15,29
2753,1977-07-16,34
2754,1977-07-17,31
2755,1977-07-18,32
2756,1977-07-19,25
2757,1977-07-20,24
2758,1977-07-21,28
2759,1977-07-22,38
2760,1977-07-23,40
2761,1977-07-24,39
2762,1977-07-25,34
2763,1977-07-26,36
2764,1977-07-27,42
2765,1977-07-28,40
2766,1977-07-29,38
2767,1977-07-30,29
2768,1977-07-31,26
2769,1977-08-01,25
2770,1977-08-02,31
2771,1977-08-03,35
2772,1977-08-04,33
2773,1977-08-05,37
2774,1977-08-06,46
2775,1977-08-07,51
2776,1977-08-08,34
2777,1977-08-09,37
2778,1977-08-10,33
2779,1977-08-11,35
2780,1977-08-12,36
2781,1977-08-13,27
2782,1977-08-14,34
2783,1977-08-15,43
2784,1977-08-16,34
2785,1977-08-17,29
2786,1977-08-18,21
2787,1977-08-19,37
2788,1977-08-20,45
2789,1977-08-21,44
2790,1977-08-22,43
2791,1977-08-23,33
2792,1977-08-24,46
2793,1977-08-25,27
2794,1977-08-26,31
2795,1977-08-27,35
2796,1977-08-28,35
2797,1977-08-29,28
2798,1977-08-30,21
2799,1977-08-31,40
2800,1977-09-01,40
2801,1977-09-02,25
2802,1977-09-03,30
2803,1977-09-04,35
2804,1977-09-05,40
2805,1977-09-06,29
2806,1977-09-07,38
2807,1977-09-08,37
2808,1977-09-09,37
2809,1977-09-10,23
2810,1977-09-11,33
2811,1977-09-12,37
2812,1977-09-13,28
2813,1977-09-14,41
2814,1977-09-15,19
2815,1977-09-16,43
2816,1977-09-17,19
2817,1977-09-18,29
2818,1977-09-19,36
2819,1977-09-20,40
2820,1977-09-21,28
2821,1977-09-22,32
2822,1977-09-23,28
2823,1977-09-24,29
2824,1977-09-25,27
2825,1977-09-26,34
2826,1977-09-27,24
2827,1977-09-28,31
2828,1977-09-29,25
2829,1977-09-30,33
2830,1977-10-01,28
2831,1977-10-02,28
2832,1977-10-03,25
2833,1977-10-04,44
2834,1977-10-05,38
2835,1977-10-06,36
2836,1977-10-07,39
2837,1977-10-08,28
2838,1977-10-09,25
2839,1977-10-10,44
2840,1977-10-11,24
2841,1977-10-12,38
2842,1977-10-13,34
2843,1977-10-14,39
2844,1977-10-15,38
2845,1977-10-16,32
2846,1977-10-17,34
2847,1977-10-18,35
2848,1977-10-19,37
2849,1977-10-20,40
2850,1977-10-21,36
2851,1977-10-22,37
2852,1977-10-23,37
2853,1977-10-24,35
2854,1977-10-25,33
2855,1977-10-26,31
2856,1977-10-27,20
2857,1977-10-28,40
2858,1977-10-29,38
2859,1977-10-30,38
2860,1977-10-31,26
2861,1977-11-01,23
2862,1977-11-02,35
2863,1977-11-03,33
2864,1977-11-04,32
2865,1977-11-05,35
2866,1977-11-06,27
2867,1977-11-07,32
2868,1977-11-08,45
2869,1977-11-09,35
2870,1977-11-10,25
2871,1977-11-11,32
2872,1977-11-12,23
2873,1977-11-13,34
2874,1977-11-14,38
2875,1977-11-15,37
2876,1977-11-16,27
2877,1977-11-17,34
2878,1977-11-18,32
2879,1977-11-19,31
2880,1977-11-20,25
2881,1977-11-21,31
2882,1977-11-22,37
2883,1977-11-23,28
2884,1977-11-24,38
2885,1977-11-25,33
2886,1977-11-26,34
2887,1977-11-27,31
2888,1977-11-28,34
2889,1977-11-29,34
2890,1977-11-30,35
2891,1977-12-01,28
2892,1977-12-02,37
2893,1977-12-03,40
2894,1977-12-04,25
2895,1977-12-05,33
2896,1977-12-06,39
2897,1977-12-07,33
2898,1977-12-08,40
2899,1977-12-09,35
2900,1977-12-10,25
2901,1977-12-11,34
2902,1977-12-12,28
2903,1977-12-13,32
2904,1977-12-14,32
2905,1977-12-15,41
2906,1977-12-16,30
2907,1977-12-17,42
2908,1977-12-18,38
2909,1977-12-19,41
2910,1977-12-20,30
2911,1977-12-21,29
2912,1977-12-22,39
2913,1977-12-23,27
2914,1977-12-24,43
2915,1977-12-25,37
2916,1977-12-26,40
2917,1977-12-27,40
2918,1977-12-28,27
2919,1977-12-29,33
2920,1977-12-30,29
2921,1977-12-31,41
2922,1978-01-01,31
2923,1978-01-02,40
2924,1978-01-03,33
2925,1978-01-04,25
2926,1978-01-05,29
2927,1978-01-06,39
2928,1978-01-07,32
2929,1978-01-08,41
2930,1978-01-09,33
2931,1978-01-10,36
2932,1978-01-11,31
2933,1978-01-12,27
2934,1978-01-13,36
2935,1978-01-14,30
2936,1978-01-15,33
2937,1978-01-16,42
2938,1978-01-17,37
2939,1978-01-18,19
2940,1978-01-19,41
2941,1978-01-20,40
2942,1978-01-21,27
2943,1978-01-22,35
2944,1978-01-23,45
2945,1978-01-24,41
2946,1978-01-25,37
2947,1978-01-26,31
2948,1978-01-27,33
2949,1978-01-28,31
2950,1978-01-29,35
2951,1978-01-30,31
2952,1978-01-31,30
2953,1978-02-01,40
2954,1978-02-02,34
2955,1978-02-03,33
2956,1978-02-04,34
2957,1978-02-05,27
2958,1978-02-06,33
2959,1978-02-07,27
2960,1978-02-08,34
2961,1978-02-09,27
2962,1978-02-10,35
2963,1978-02-11,44
2964,1978-02-12,31
2965,1978-02-13,34
2966,1978-02-14,30
2967,1978-02-15,32
2968,1978-02-16,39
2969,1978-02-17,29
2970,1978-02-18,32
2971,1978-02-19,43
2972,1978-02-20,26
2973,1978-02-21,27
2974,1978-02-22,39
2975,1978-02-23,35
2976,1978-02-24,27
2977,1978-02-25,35
2978,1978-02-26,37
2979,1978-02-27,34
2980,1978-02-28,35
2981,1978-03-01,37
2982,1978-03-02,25
2983,1978-03-03,30
2984,1978-03-04,33
2985,1978-03-05,31
2986,1978-03-06,38
2987,1978-03-07,32
2988,1978-03-08,27
2989,1978-03-09,27
2990,1978-03-10,27
2991,1978-03-11,24
2992,1978-03-12,36
2993,1978-03-13,35
2994,1978-03-14,29
2995,1978-03-15,25
2996,1978-03-16,38
2997,1978-03-17,41
2998,1978-03-18,36
2999,1978-03-19,28
3000,1978-03-20,32
3001,1978-03-21,26
3002,1978-03-22,28
3003,1978-03-23,41
3004,1978-03-24,42
3005,1978-03-25,33
3006,1978-03-26,36
3007,1978-03-27,24
3008,1978-03-28,39
3009,1978-03-29,27
3010,1978-03-30,33
3011,1978-03-31,31
3012,1978-04-01,34
3013,1978-04-02,30
3014,1978-04-03,20
3015,1978-04-04,30
3016,1978-04-05,24
3017,1978-04-06,22
3018,1978-04-07,39
3019,1978-04-08,39
3020,1978-04-09,21
3021,1978-04-10,40
3022,1978-04-11,20
3023,1978-04-12,30
3024,1978-04-13,31
3025,1978-04-14,34
3026,1978-04-15,31
3027,1978-04-16,33
3028,1978-04-17,44
3029,1978-04-18,49
3030,1978-04-19,29
3031,1978-04-20,38
3032,1978-04-21,28
3033,1978-04-22,28
3034,1978-04-23,35
3035,1978-04-24,38
3036,1978-04-25,44
3037,1978-04-26,42
3038,1978-04-27,34
3039,1978-04-28,30
3040,1978-04-29,27
3041,1978-04-30,38
3042,1978-05-01,33
3043,1978-05-02,39
3044,1978-05-03,28
3045,1978-05-04,29
3046,1978-05-05,33
3047,1978-05-06,30
3048,1978-05-07,24
3049,1978-05-08,29
3050,1978-05-09,36
3051,1978-05-10,50
3052,1978-05-11,25
3053,1978-05-12,38
3054,1978-05-13,32
3055,1978-05-14,30
3056,1978-05-15,44
3057,1978-05-16,30
3058,1978-05-17,36
3059,1978-05-18,44
3060,1978-05-19,33
3061,1978-05-20,21
3062,1978-05-21,44
3063,1978-05-22,28
3064,1978-05-23,37
3065,1978-05-24,27
3066,1978-05-25,36
3067,1978-05-26,34
3068,1978-05-27,31
3069,1978-05-28,35
3070,1978-05-29,38
3071,1978-05-30,35
3072,1978-05-31,22
3073,1978-06-01,40
3074,1978-06-02,27
3075,1978-06-03,39
3076,1978-06-04,39
3077,1978-06-05,39
3078,1978-06-06,32
3079,1978-06-07,38
3080,1978-06-08,27
3081,1978-06-09,31
3082,1978-06-10,24
3083,1978-06-11,35
3084,1978-06-12,37
3085,1978-06-13,37
3086,1978-06-14,24
3087,1978-06-15,27
3088,1978-06-16,36
3089,1978-06-17,29
3090,1978-06-18,31
3091,1978-06-19,41
3092,1978-06-20,31
3093,1978-06-21,43
3094,1978-06-22,39
3095,1978-06-23,29
3096,1978-06-24,34
3097,1978-06-25,34
3098,1978-06-26,30
3099,1978-06-27,23
3100,1978-06-28,36
3101,1978-06-29,25
3102,1978-06-30,31
3103,1978-07-01,28
3104,1978-07-02,31
3105,1978-07-03,27
3106,1978-07-04,30
3107,1978-07-05,21
3108,1978-07-06,31
3109,1978-07-07,29
3110,1978-07-08,34
3111,1978-07-09,39
3112,1978-07-10,39
3113,1978-07-11,15
3114,1978-07-12,28
3115,1978-07-13,35
3116,1978-07-14,31
3117,1978-07-15,33
3118,1978-07-16,30
3119,1978-07-17,20
3120,1978-07-18,26
3121,1978-07-19,32
3122,1978-07-20,43
3123,1978-07-21,37
3124,1978-07-22,36
3125,1978-07-23,38
3126,1978-07-24,31
3127,1978-07-25,30
3128,1978-07-26,35
3129,1978-07-27,39
3130,1978-07-28,26
3131,1978-07-29,32
3132,1978-07-30,35
3133,1978-07-31,32
3134,1978-08-01,27
3135,1978-08-02,41
3136,1978-08-03,33
3137,1978-08-04,30
3138,1978-08-05,27
3139,1978-08-06,28
3140,1978-08-07,42
3141,1978-08-08,29
3142,1978-08-09,40
3143,1978-08-10,27
3144,1978-08-11,36
3145,1978-08-12,40
3146,1978-08-13,31
3147,1978-08-14,28
3148,1978-08-15,40
3149,1978-08-16,30
3150,1978-08-17,21
3151,1978-08-18,31
3152,1978-08-19,44
3153,1978-08-20,33
3154,1978-08-21,37
3155,1978-08-22,29
3156,1978-08-23,34
3157,1978-08-24,37
3158,1978-08-25,33
3159,1978-08-26,36
3160,1978-08-27,39
3161,1978-08-28,42
3162,1978-08-29,35
3163,1978-08-30,34
3164,1978-08-31,33
3165,1978-09-01,36
3166,1978-09-02,36
3167,1978-09-03,28
3168,1978-09-04,44
3169,1978-09-05,34
3170,1978-09-06,34
3171,1978-09-07,37
3172,1978-09-08,39
3173,1978-09-09,42
3174,1978-09-10,41
3175,1978-09-11,26
3176,1978-09-12,34
3177,1978-09-13,21
3178,1978-09-14,37
3179,1978-09-15,20
3180,1978-09-16,34
3181,1978-09-17,30
3182,1978-09-18,37
3183,1978-09-19,42
3184,1978-09-20,34
3185,1978-09-21,33
3186,1978-09-22,33
3187,1978-09-23,16
3188,1978-09-24,37
3189,1978-09-25,42
3190,1978-09-26,28
3191,1978-09-27,31
3192,1978-09-28,27
3193,1978-09-29,33
3194,1978-09-30,35
3195,1978-10-01,34
3196,1978-10-02,30
3197,1978-10-03,33
3198,1978-10-04,45
3199,1978-10-05,29
3200,1978-10-06,39
3201,1978-10-07,37
3202,1978-10-08,23
3203,1978-10-09,39
3204,1978-10-10,27
3205,1978-10-11,33
3206,1978-10-12,27
3207,1978-10-13,33
3208,1978-10-14,31
3209,1978-10-15,35
3210,1978-10-16,27
3211,1978-10-17,28
3212,1978-10-18,50
3213,1978-10-19,38
3214,1978-10-20,35
3215,1978-10-21,32
3216,1978-10-22,24
3217,1978-10-23,30
3218,1978-10-24,37
3219,1978-10-25,37
3220,1978-10-26,35
3221,1978-10-27,33
3222,1978-10-28,45
3223,1978-10-29,36
3224,1978-10-30,25
3225,1978-10-31,28
3226,1978-11-01,47
3227,1978-11-02,31
3228,1978-11-03,32
3229,1978-11-04,27
3230,1978-11-05,24
3231,1978-11-06,39
3232,1978-11-07,39
3233,1978-11-08,35
3234,1978-11-09,37
3235,1978-11-10,31
3236,1978-11-11,42
3237,1978-11-12,44
3238,1978-11-13,27
3239,1978-11-14,30
3240,1978-11-15,25
3241,1978-11-16,20
3242,1978-11-17,43
3243,1978-11-18,52
3244,1978-11-19,29
3245,1978-11-20,37
3246,1978-11-21,27
3247,1978-11-22,36
3248,1978-11-23,30
3249,1978-11-24,30
3250,1978-11-25,32
3251,1978-11-26,32
3252,1978-11-27,32
3253,1978-11-28,39
3254,1978-11-29,35
3255,1978-11-30,29
3256,1978-12-01,35
3257,1978-12-02,34
3258,1978-12-03,30
3259,1978-12-04,29
3260,1978-12-05,25
3261,1978-12-06,25
3262,1978-12-07,36
3263,1978-12-08,32
3264,1978-12-09,33
3265,1978-12-10,32
3266,1978-12-11,34
3267,1978-12-12,34
3268,1978-12-13,29
3269,1978-12-14,27
3270,1978-12-15,42
3271,1978-12-16,25
3272,1978-12-17,38
3273,1978-12-18,23
3274,1978-12-19,31
3275,1978-12-20,31
3276,1978-12-21,32
3277,1978-12-22,32
3278,1978-12-23,44
3279,1978-12-24,24
3280,1978-12-25,27
3281,1978-12-26,24
3282,1978-12-27,28
3283,1978-12-28,31
3284,1978-12-29,35
3285,1978-12-30,36
3286,1978-12-31,29
3287,1979-01-01,33
3288,1979-01-02,26
3289,1979-01-03,45
3290,1979-01-04,35
3291,1979-01-05,39
3292,1979-01-06,19
3293,1979-01-07,32
3294,1979-01-08,28
3295,1979-01-09,37
3296,1979-01-10,47
3297,1979-01-11,26
3298,1979-01-12,30
3299,1979-01-13,30
3300,1979-01-14,29
3301,1979-01-15,32
3302,1979-01-16,36
3303,1979-01-17,27
3304,1979-01-18,33
3305,1979-01-19,33
3306,1979-01-20,38
3307,1979-01-21,36
3308,1979-01-22,31
3309,1979-01-23,29
3310,1979-01-24,35
3311,1979-01-25,32
3312,1979-01-26,37
3313,1979-01-27,35
3314,1979-01-28,35
3315,1979-01-29,24
3316,1979-01-30,31
3317,1979-01-31,23
3318,1979-02-01,34
3319,1979-02-02,33
3320,1979-02-03,34
3321,1979-02-04,26
3322,1979-02-05,22
3323,1979-02-06,43
3324,1979-02-07,44
3325,1979-02-08,29
3326,1979-02-09,30
3327,1979-02-10,29
3328,1979-02-11,19
3329,1979-02-12,30
3330,1979-02-13,34
3331,1979-02-14,39
3332,1979-02-15,46
3333,1979-02-16,31
3334,1979-02-17,36
3335,1979-02-18,28
3336,1979-02-19,30
3337,1979-02-20,32
3338,1979-02-21,28
3339,1979-02-22,31
3340,1979-02-23,46
3341,1979-02-24,34
3342,1979-02-25,32
3343,1979-02-26,34
3344,1979-02-27,40
3345,1979-02-28,42
3346,1979-03-01,30
3347,1979-03-02,29
3348,1979-03-03,31
3349,1979-03-04,27
3350,1979-03-05,32
3351,1979-03-06,35
3352,1979-03-07,25
3353,1979-03-08,24
3354,1979-03-09,36
3355,1979-03-10,30
3356,1979-03-11,35
3357,1979-03-12,33
3358,1979-03-13,37
3359,1979-03-14,40
3360,1979-03-15,36
3361,1979-03-16,23
3362,1979-03-17,32
3363,1979-03-18,31
3364,1979-03-19,29
3365,1979-03-20,32
3366,1979-03-21,34
3367,1979-03-22,35
3368,1979-03-23,28
3369,1979-03-24,24
3370,1979-03-25,31
3371,1979-03-26,40
3372,1979-03-27,24
3373,1979-03-28,41
3374,1979-03-29,35
3375,1979-03-30,39
3376,1979-03-31,34
3377,1979-04-01,40
3378,1979-04-02,26
3379,1979-04-03,30
3380,1979-04-04,35
3381,1979-04-05,25
3382,1979-04-06,33
3383,1979-04-07,31
3384,1979-04-08,31
3385,1979-04-09,31
3386,1979-04-10,31
3387,1979-04-11,36
3388,1979-04-12,30
3389,1979-04-13,28
3390,1979-04-14,34
3391,1979-04-15,28
3392,1979-04-16,28
3393,1979-04-17,39
3394,1979-04-18,32
3395,1979-04-19,36
3396,1979-04-20,32
3397,1979-04-21,31
3398,1979-04-22,25
3399,1979-04-23,35
3400,1979-04-24,30
3401,1979-04-25,35
3402,1979-04-26,32
3403,1979-04-27,38
3404,1979-04-28,36
3405,1979-04-29,35
3406,1979-04-30,33
3407,1979-05-01,39
3408,1979-05-02,37
3409,1979-05-03,28
3410,1979-05-04,32
3411,1979-05-05,28
3412,1979-05-06,36
3413,1979-05-07,28
3414,1979-05-08,36
3415,1979-05-09,29
3416,1979-05-10,42
3417,1979-05-11,35
3418,1979-05-12,31
3419,1979-05-13,27
3420,1979-05-14,26
3421,1979-05-15,31
3422,1979-05-16,30
3423,1979-05-17,34
3424,1979-05-18,41
3425,1979-05-19,38
3426,1979-05-20,32
3427,1979-05-21,35
3428,1979-05-22,39
3429,1979-05-23,30
3430,1979-05-24,38
3431,1979-05-25,37
3432,1979-05-26,27
3433,1979-05-27,26
3434,1979-05-28,33
3435,1979-05-29,39
3436,1979-05-30,41
3437,1979-05-31,28
3438,1979-06-01,31
3439,1979-06-02,32
3440,1979-06-03,26
3441,1979-06-04,31
3442,1979-06-05,47
3443,1979-06-06,28
3444,1979-06-07,42
3445,1979-06-08,35
3446,1979-06-09,33
3447,1979-06-10,35
3448,1979-06-11,32
3449,1979-06-12,35
3450,1979-06-13,34
3451,1979-06-14,34
3452,1979-06-15,31
3453,1979-06-16,23
3454,1979-06-17,33
3455,1979-06-18,28
3456,1979-06-19,26
3457,1979-06-20,36
3458,1979-06-21,36
3459,1979-06-22,30
3460,1979-06-23,35
3461,1979-06-24,35
3462,1979-06-25,35
3463,1979-06-26,35
3464,1979-06-27,28
3465,1979-06-28,33
3466,1979-06-29,38
3467,1979-06-30,29
3468,1979-07-01,34
3469,1979-07-02,34
3470,1979-07-03,33
3471,1979-07-04,34
3472,1979-07-05,33
3473,1979-07-06,32
3474,1979-07-07,33
3475,1979-07-08,28
3476,1979-07-09,33
3477,1979-07-10,40
3478,1979-07-11,30
3479,1979-07-12,37
3480,1979-07-13,32
3481,1979-07-14,23
3482,1979-07-15,27
3483,1979-07-16,32
3484,1979-07-17,30
3485,1979-07-18,34
3486,1979-07-19,49
3487,1979-07-20,40
3488,1979-07-21,28
3489,1979-07-22,25
3490,1979-07-23,22
3491,1979-07-24,33
3492,1979-07-25,33
3493,1979-07-26,37
3494,1979-07-27,32
3495,1979-07-28,25
3496,1979-07-29,32
3497,1979-07-30,20
3498,1979-07-31,33
3499,1979-08-01,36
3500,1979-08-02,22
3501,1979-08-03,31
3502,1979-08-04,36
3503,1979-08-05,28
3504,1979-08-06,29
3505,1979-08-07,35
3506,1979-08-08,41
3507,1979-08-09,26
3508,1979-08-10,32
3509,1979-08-11,28
3510,1979-08-12,34
3511,1979-08-13,32
3512,1979-08-14,35
3513,1979-08-15,24
3514,1979-08-16,35
3515,1979-08-17,38
3516,1979-08-18,20
3517,1979-08-19,30
3518,1979-08-20,45
3519,1979-08-21,40
3520,1979-08-22,35
3521,1979-08-23,41
3522,1979-08-24,40
3523,1979-08-25,33
3524,1979-08-26,39
3525,1979-08-27,26
3526,1979-08-28,25
3527,1979-08-29,29
3528,1979-08-30,32
3529,1979-08-31,26
3530,1979-09-01,38
3531,1979-09-02,26
3532,1979-09-03,42
3533,1979-09-04,24
3534,1979-09-05,30
3535,1979-09-06,32
3536,1979-09-07,29
3537,1979-09-08,28
3538,1979-09-09,32
3539,1979-09-10,26
3540,1979-09-11,39
3541,1979-09-12,37
3542,1979-09-13,23
3543,1979-09-14,33
3544,1979-09-15,32
3545,1979-09-16,33
3546,1979-09-17,23
3547,1979-09-18,35
3548,1979-09-19,32
3549,1979-09-20,31
3550,1979-09-21,36
3551,1979-09-22,34
3552,1979-09-23,29
3553,1979-09-24,27
3554,1979-09-25,30
3555,1979-09-26,19
3556,1979-09-27,28
3557,1979-09-28,27
3558,1979-09-29,32
3559,1979-09-30,35
3560,1979-10-01,46
3561,1979-10-02,35
3562,1979-10-03,29
3563,1979-10-04,27
3564,1979-10-05,33
3565,1979-10-06,26
3566,1979-10-07,37
3567,1979-10-08,45
3568,1979-10-09,36
3569,1979-10-10,35
3570,1979-10-11,37
3571,1979-10-12,30
3572,1979-10-13,38
3573,1979-10-14,33
3574,1979-10-15,36
3575,1979-10-16,37
3576,1979-10-17,36
3577,1979-10-18,35
3578,1979-10-19,23
3579,1979-10-20,44
3580,1979-10-21,38
3581,1979-10-22,42
3582,1979-10-23,38
3583,1979-10-24,32
3584,1979-10-25,35
3585,1979-10-26,39
3586,1979-10-27,34
3587,1979-10-28,35
3588,1979-10-29,27
3589,1979-10-30,39
3590,1979-10-31,27
3591,1979-11-01,37
3592,1979-11-02,36
3593,1979-11-03,32
3594,1979-11-04,37
3595,1979-11-05,40
3596,1979-11-06,25
3597,1979-11-07,34
3598,1979-11-08,26
3599,1979-11-09,29
3600,1979-11-10,33
3601,1979-11-11,29
3602,1979-11-12,26
3603,1979-11-13,34
3604,1979-11-14,33
3605,1979-11-15,28
3606,1979-11-16,42
3607,1979-11-17,35
3608,1979-11-18,32
3609,1979-11-19,35
3610,1979-11-20,36
3611,1979-11-21,28
3612,1979-11-22,30
3613,1979-11-23,36
3614,1979-11-24,26
3615,1979-11-25,43
3616,1979-11-26,27
3617,1979-11-27,40
3618,1979-11-28,25
3619,1979-11-29,22
3620,1979-11-30,32
3621,1979-12-01,27
3622,1979-12-02,38
3623,1979-12-03,34
3624,1979-12-04,28
3625,1979-12-05,29
3626,1979-12-06,49
3627,1979-12-07,36
3628,1979-12-08,38
3629,1979-12-09,26
3630,1979-12-10,36
3631,1979-12-11,42
3632,1979-12-12,44
3633,1979-12-13,43
3634,1979-12-14,30
3635,1979-12-15,34
3636,1979-12-16,33
3637,1979-12-17,30
3638,1979-12-18,41
3639,1979-12-19,42
3640,1979-12-20,37
3641,1979-12-21,28
3642,1979-12-22,41
3643,1979-12-23,31
3644,1979-12-24,37
3645,1979-12-25,42
3646,1979-12-26,33
3647,1979-12-27,35
3648,1979-12-28,45
3649,1979-12-29,36
3650,1979-12-30,26
3651,1979-12-31,42
3652,1980-01-01,44
3653,1980-01-02,38
3654,1980-01-03,46
3655,1980-01-04,26
3656,1980-01-05,40
3657,1980-01-06,36
3658,1980-01-07,36
3659,1980-01-08,32
3660,1980-01-09,42
3661,1980-01-10,34
3662,1980-01-11,32
3663,1980-01-12,34
3664,1980-01-13,25
3665,1980-01-14,26
3666,1980-01-15,36
3667,1980-01-16,27
3668,1980-01-17,30
3669,1980-01-18,30
3670,1980-01-19,30
3671,1980-01-20,31
3672,1980-01-21,24
3673,1980-01-22,26
3674,1980-01-23,33
3675,1980-01-24,27
3676,1980-01-25,28
3677,1980-01-26,38
3678,1980-01-27,32
3679,1980-01-28,40
3680,1980-01-29,42
3681,1980-01-30,22
3682,1980-01-31,40
3683,1980-02-01,21
3684,1980-02-02,31
3685,1980-02-03,22
3686,1980-02-04,38
3687,1980-02-05,30
3688,1980-02-06,40
3689,1980-02-07,46
3690,1980-02-08,34
3691,1980-02-09,40
3692,1980-02-10,39
3693,1980-02-11,37
3694,1980-02-12,37
3695,1980-02-13,35
3696,1980-02-14,31
3697,1980-02-15,29
3698,1980-02-16,35
3699,1980-02-17,37
3700,1980-02-18,32
3701,1980-02-19,34
3702,1980-02-20,26
3703,1980-02-21,33
3704,1980-02-22,40
3705,1980-02-23,35
3706,1980-02-24,27
3707,1980-02-25,36
3708,1980-02-26,35
3709,1980-02-27,38
3710,1980-02-28,41
3711,1980-02-29,30
3712,1980-03-01,39
3713,1980-03-02,36
3714,1980-03-03,28
3715,1980-03-04,28
3716,1980-03-05,23
3717,1980-03-06,34
3718,1980-03-07,38
3719,1980-03-08,29
3720,1980-03-09,29
3721,1980-03-10,27
3722,1980-03-11,40
3723,1980-03-12,29
3724,1980-03-13,38
3725,1980-03-14,35
3726,1980-03-15,43
3727,1980-03-16,26
3728,1980-03-17,40
3729,1980-03-18,38
3730,1980-03-19,31
3731,1980-03-20,33
3732,1980-03-21,22
3733,1980-03-22,40
3734,1980-03-23,33
3735,1980-03-24,34
3736,1980-03-25,19
3737,1980-03-26,33
3738,1980-03-27,30
3739,1980-03-28,22
3740,1980-03-29,30
3741,1980-03-30,39
3742,1980-03-31,31
3743,1980-04-01,28
3744,1980-04-02,30
3745,1980-04-03,32
3746,1980-04-04,26
3747,1980-04-05,36
3748,1980-04-06,38
3749,1980-04-07,41
3750,1980-04-08,34
3751,1980-04-09,33
3752,1980-04-10,33
3753,1980-04-11,35
3754,1980-04-12,37
3755,1980-04-13,39
3756,1980-04-14,28
3757,1980-04-15,31
3758,1980-04-16,27
3759,1980-04-17,36
3760,1980-04-18,23
3761,1980-04-19,28
3762,1980-04-20,33
3763,1980-04-21,30
3764,1980-04-22,39
3765,1980-04-23,29
3766,1980-04-24,34
3767,1980-04-25,33
3768,1980-04-26,37
3769,1980-04-27,31
3770,1980-04-28,46
3771,1980-04-29,32
3772,1980-04-30,39
3773,1980-05-01,32
3774,1980-05-02,35
3775,1980-05-03,41
3776,1980-05-04,32
3777,1980-05-05,30
3778,1980-05-06,37
3779,1980-05-07,35
3780,1980-05-08,35
3781,1980-05-09,20
3782,1980-05-10,29
3783,1980-05-11,27
3784,1980-05-12,33
3785,1980-05-13,41
3786,1980-05-14,25
3787,1980-05-15,28
3788,1980-05-16,31
3789,1980-05-17,36
3790,1980-05-18,33
3791,1980-05-19,24
3792,1980-05-20,26
3793,1980-05-21,33
3794,1980-05-22,28
3795,1980-05-23,26
3796,1980-05-24,32
3797,1980-05-25,43
3798,1980-05-26,46
3799,1980-05-27,42
3800,1980-05-28,26
3801,1980-05-29,31
3802,1980-05-30,29
3803,1980-05-31,30
3804,1980-06-01,23
3805,1980-06-02,43
3806,1980-06-03,21
3807,1980-06-04,37
3808,1980-06-05,28
3809,1980-06-06,28
3810,1980-06-07,28
3811,1980-06-08,29
3812,1980-06-09,33
3813,1980-06-10,29
3814,1980-06-11,34
3815,1980-06-12,37
3816,1980-06-13,22
3817,1980-06-14,37
3818,1980-06-15,30
3819,1980-06-16,26
3820,1980-06-17,34
3821,1980-06-18,31
3822,1980-06-19,24
3823,1980-06-20,35
3824,1980-06-21,37
3825,1980-06-22,33
3826,1980-06-23,35
3827,1980-06-24,30
3828,1980-06-25,31
3829,1980-06-26,29
3830,1980-06-27,36
3831,1980-06-28,38
3832,1980-06-29,39
3833,1980-06-30,26
3834,1980-07-01,31
3835,1980-07-02,30
3836,1980-07-03,35
3837,1980-07-04,38
3838,1980-07-05,29
3839,1980-07-06,25
3840,1980-07-07,41
3841,1980-07-08,34
3842,1980-07-09,36
3843,1980-07-10,31
3844,1980-07-11,24
3845,1980-07-12,31
3846,1980-07-13,40
3847,1980-07-14,28
3848,1980-07-15,23
